seed,variant,model,pct_concordance
51,random_0,Komagataella_pastoris,59.063
51,random_0,Lipomyces_starkeyi,68.407
51,random_0,Neurospora_crassa,70.1379
51,random_0,Pachysolen_tannophilus,57.8157
51,random_0,Saccharomycopsis_malanga,58.7202
51,random_0,Sporopachydermia_quercuum,61.3593
51,random_0,Tortispora_caseinolytica,60.2368
51,random_0,Torulaspora_delbrueckii,60.3608
51,random_0,Wickerhamomyces_ciferrii,59.3693
51,random_0,Yarrowia_deformans,63.3123
51,random_25,Alloascoidea_hylecoeti,54.9628
51,random_25,Debaryomyces_hansenii,51.8313
51,random_25,Hanseniaspora_vinae,50.6562
51,random_25,Komagataella_pastoris,59.3521
51,random_25,Lipomyces_starkeyi,59.3997
51,random_25,Neurospora_crassa,60.5688
51,random_25,Pachysolen_tannophilus,50.9615
51,random_25,Saccharomycopsis_malanga,51.1596
51,random_25,Sporopachydermia_quercuum,53.3807
51,random_25,Tortispora_caseinolytica,51.132
51,random_25,Torulaspora_delbrueckii,53.7488
51,random_25,Wickerhamomyces_ciferrii,53.048
51,random_25,Yarrowia_deformans,59.241
51,random_50,Alloascoidea_hylecoeti,47.3027
51,random_50,Debaryomyces_hansenii,52.547
51,random_50,Hanseniaspora_vinae,46.5717
51,random_50,Komagataella_pastoris,53.6286
51,random_50,Lipomyces_starkeyi,47.4798
51,random_50,Neurospora_crassa,54.0166
51,random_50,Pachysolen_tannophilus,52.7288
51,random_50,Saccharomycopsis_malanga,44.7357
51,random_50,Sporopachydermia_quercuum,46.9891
51,random_50,Tortispora_caseinolytica,54.2386
51,random_50,Torulaspora_delbrueckii,45.9748
51,random_50,Wickerhamomyces_ciferrii,46.5034
51,random_50,Yarrowia_deformans,53.3542
51,random_75,Alloascoidea_hylecoeti,48.6995
51,random_75,Debaryomyces_hansenii,44.569
51,random_75,Hanseniaspora_vinae,49.2717
51,random_75,Komagataella_pastoris,49.0288
51,random_75,Lipomyces_starkeyi,48.777
51,random_75,Neurospora_crassa,45.8351
51,random_75,Pachysolen_tannophilus,48.3631
51,random_75,Saccharomycopsis_malanga,47.495
51,random_75,Sporopachydermia_quercuum,49.1586
51,random_75,Tortispora_caseinolytica,49.4272
51,random_75,Torulaspora_delbrueckii,44.1606
51,random_75,Wickerhamomyces_ciferrii,48.143
51,random_75,Yarrowia_deformans,45.1977
51,random_100,Alloascoidea_hylecoeti,44.6617
51,random_100,Debaryomyces_hansenii,40.3123
51,random_100,Hanseniaspora_vinae,38.6904
51,random_100,Komagataella_pastoris,45.3571
51,random_100,Lipomyces_starkeyi,40.8121
51,random_100,Neurospora_crassa,45.9024
51,random_100,Pachysolen_tannophilus,44.7478
51,random_100,Saccharomycopsis_malanga,43.6444
51,random_100,Sporopachydermia_quercuum,45.3595
51,random_100,Tortispora_caseinolytica,39.8296
51,random_100,Torulaspora_delbrueckii,39.7279
51,random_100,Wickerhamomyces_ciferrii,44.919
51,random_100,Yarrowia_deformans,41.938
