seed,variant,model,n_complexes,n_reactions,n_metabolites,balanced,trivially_balanced,trivially_concordant,concordant_pairs_total,kinetic_modules,singleton_modules,multi_complex_modules,largest_module_size,acr_metabolites
46,random_0,Pachysolen_tannophilus,17243.0,24975.0,10270.0,4650.0,4634.0,3952.0,64384.0,13426.0,13049.0,377.0,3441.0,179.0
46,random_0,Saccharomycopsis_malanga,19029.0,27876.0,11192.0,5189.0,5163.0,4243.0,73389.0,14700.0,14284.0,416.0,3913.0,202.0
46,random_0,Sporopachydermia_quercuum,16353.0,23510.0,9766.0,4350.0,4329.0,3872.0,70693.0,12771.0,12440.0,331.0,3252.0,164.0
46,random_0,Tortispora_caseinolytica,12347.0,17779.0,7470.0,3291.0,3266.0,3027.0,67998.0,9802.0,9511.0,291.0,2252.0,128.0
46,random_0,Torulaspora_delbrueckii,15495.0,22432.0,9269.0,4235.0,4179.0,3623.0,65978.0,12095.0,11657.0,438.0,2961.0,166.0
46,random_0,Wickerhamomyces_ciferrii,19249.0,27549.0,11360.0,5186.0,5170.0,4426.0,73843.0,15137.0,14603.0,534.0,3579.0,199.0
46,random_0,Yarrowia_deformans,17143.0,24424.0,10144.0,4517.0,4502.0,4148.0,76938.0,13677.0,13118.0,559.0,2908.0,154.0
46,random_100,Alloascoidea_hylecoeti,45473.0,76117.0,20916.0,12533.0,9307.0,5973.0,21406.0,36365.0,32011.0,4354.0,4712.0,237.0
46,random_100,Debaryomyces_hansenii,33620.0,56910.0,15748.0,9058.0,6801.0,4453.0,18545.0,27959.0,25940.0,2019.0,3638.0,197.0
46,random_100,Hanseniaspora_vinae,26557.0,44680.0,12554.0,7207.0,5383.0,3496.0,19604.0,21292.0,18907.0,2385.0,2860.0,184.0
46,random_100,Komagataella_pastoris,25362.0,42074.0,12063.0,6821.0,5020.0,3303.0,20848.0,20380.0,18116.0,2264.0,2689.0,157.0
46,random_100,Lipomyces_starkeyi,32006.0,53088.0,15036.0,8529.0,6239.0,4145.0,24998.0,25619.0,22652.0,2967.0,3392.0,196.0
46,random_100,Neurospora_crassa,35236.0,57230.0,16432.0,9303.0,6674.0,4778.0,25333.0,28315.0,24906.0,3409.0,3474.0,185.0
46,random_100,Pachysolen_tannophilus,31389.0,52401.0,14800.0,8431.0,6243.0,4149.0,18186.0,25101.0,22288.0,2813.0,3446.0,182.0
46,random_100,Saccharomycopsis_malanga,34719.0,59890.0,16098.0,9166.0,6850.0,4469.0,20268.0,27793.0,24822.0,2971.0,3920.0,206.0
46,random_100,Sporopachydermia_quercuum,29934.0,49722.0,14131.0,7999.0,5864.0,3976.0,20103.0,23956.0,21270.0,2686.0,3262.0,169.0
46,random_100,Tortispora_caseinolytica,22558.0,37431.0,10734.0,5963.0,4387.0,3030.0,16708.0,18251.0,16221.0,2030.0,2259.0,132.0
46,random_100,Torulaspora_delbrueckii,28072.0,46908.0,13299.0,7687.0,5638.0,3721.0,23406.0,22397.0,19721.0,2676.0,2970.0,171.0
46,random_100,Wickerhamomyces_ciferrii,34954.0,57985.0,16393.0,9514.0,7019.0,4637.0,19736.0,28028.0,24725.0,3303.0,3586.0,203.0
46,random_100,Yarrowia_deformans,31538.0,51646.0,14791.0,8569.0,6234.0,4202.0,28366.0,25353.0,22125.0,3228.0,2916.0,158.0
46,random_25,Alloascoidea_hylecoeti,30504.0,45771.0,16189.0,8393.0,7526.0,5626.0,62307.0,24074.0,22349.0,1725.0,4704.0,233.0
46,random_25,Debaryomyces_hansenii,23002.0,34898.0,12434.0,6261.0,5580.0,4306.0,61306.0,18789.0,18204.0,585.0,3630.0,191.0
46,random_25,Hanseniaspora_vinae,18232.0,27656.0,9923.0,4933.0,4419.0,3381.0,51099.0,14430.0,13493.0,937.0,2855.0,181.0
46,random_25,Komagataella_pastoris,17014.0,25640.0,9391.0,4547.0,4070.0,3251.0,53012.0,13548.0,12765.0,783.0,2682.0,153.0
46,random_25,Lipomyces_starkeyi,21252.0,31826.0,11613.0,5647.0,5033.0,4034.0,53234.0,16799.0,15748.0,1051.0,3392.0,196.0
46,random_25,Neurospora_crassa,23216.0,34074.0,12542.0,6007.0,5283.0,4590.0,61905.0,18489.0,17256.0,1233.0,3473.0,185.0
46,random_25,Pachysolen_tannophilus,21508.0,32215.0,11692.0,5831.0,5122.0,4006.0,47701.0,16965.0,15872.0,1093.0,3444.0,181.0
46,random_25,Saccharomycopsis_malanga,23386.0,35908.0,12576.0,6246.0,5614.0,4258.0,64019.0,18368.0,17263.0,1105.0,3913.0,202.0
46,random_25,Sporopachydermia_quercuum,19972.0,30238.0,10923.0,5276.0,4726.0,3888.0,63361.0,15793.0,14875.0,918.0,3257.0,167.0
46,random_25,Tortispora_caseinolytica,14976.0,22511.0,8322.0,3976.0,3556.0,3010.0,50766.0,11994.0,11278.0,716.0,2256.0,130.0
46,random_25,Torulaspora_delbrueckii,18857.0,28606.0,10350.0,5110.0,4546.0,3638.0,54390.0,14897.0,13902.0,995.0,2961.0,166.0
46,random_25,Wickerhamomyces_ciferrii,23305.0,34777.0,12696.0,6308.0,5652.0,4493.0,62161.0,18498.0,17275.0,1223.0,3582.0,201.0
46,random_25,Yarrowia_deformans,20757.0,30694.0,11350.0,5593.0,4962.0,4137.0,64337.0,16595.0,15354.0,1241.0,2911.0,156.0
46,random_50,Alloascoidea_hylecoeti,35547.0,56045.0,17781.0,9870.0,8193.0,5717.0,47085.0,28227.0,25615.0,2612.0,4704.0,233.0
46,random_50,Debaryomyces_hansenii,26314.0,41750.0,13477.0,7193.0,5986.0,4361.0,51259.0,21615.0,20548.0,1067.0,3634.0,195.0
46,random_50,Hanseniaspora_vinae,21309.0,33604.0,10893.0,5710.0,4752.0,3401.0,37884.0,17007.0,15572.0,1435.0,2855.0,181.0
46,random_50,Komagataella_pastoris,20078.0,31376.0,10390.0,5398.0,4425.0,3253.0,39255.0,16064.0,14734.0,1330.0,2682.0,153.0
46,random_50,Lipomyces_starkeyi,25395.0,39506.0,12932.0,6700.0,5470.0,4060.0,40237.0,20213.0,18445.0,1768.0,3392.0,196.0
46,random_50,Neurospora_crassa,27118.0,41328.0,13819.0,7128.0,5746.0,4630.0,45202.0,21685.0,19748.0,1937.0,3473.0,185.0
46,random_50,Pachysolen_tannophilus,24376.0,38001.0,12603.0,6611.0,5457.0,4026.0,33741.0,19345.0,17765.0,1580.0,3444.0,181.0
46,random_50,Saccharomycopsis_malanga,27255.0,43800.0,13783.0,7212.0,6022.0,4384.0,53244.0,21594.0,19870.0,1724.0,3920.0,206.0
46,random_50,Sporopachydermia_quercuum,23389.0,36732.0,12032.0,6227.0,5126.0,3886.0,42442.0,18599.0,17074.0,1525.0,3257.0,167.0
46,random_50,Tortispora_caseinolytica,17711.0,27729.0,9192.0,4695.0,3851.0,3011.0,42875.0,14252.0,13060.0,1192.0,2256.0,130.0
46,random_50,Torulaspora_delbrueckii,21949.0,34606.0,11359.0,6045.0,4938.0,3682.0,44321.0,17382.0,15801.0,1581.0,2970.0,171.0
46,random_50,Wickerhamomyces_ciferrii,26910.0,41897.0,13864.0,7425.0,6123.0,4524.0,50085.0,21437.0,19551.0,1886.0,3582.0,201.0
46,random_50,Yarrowia_deformans,24316.0,37536.0,12506.0,6656.0,5408.0,4193.0,46718.0,19503.0,17624.0,1879.0,2915.0,158.0
46,random_75,Alloascoidea_hylecoeti,40173.0,65735.0,19213.0,10996.0,8656.0,5831.0,33545.0,32081.0,28725.0,3356.0,4712.0,237.0
46,random_75,Debaryomyces_hansenii,29974.0,49092.0,14624.0,8104.0,6369.0,4378.0,31289.0,24805.0,23278.0,1527.0,3638.0,197.0
46,random_75,Hanseniaspora_vinae,23835.0,39066.0,11674.0,6382.0,5025.0,3459.0,29476.0,19066.0,17178.0,1888.0,2860.0,184.0
46,random_75,Komagataella_pastoris,22604.0,36650.0,11192.0,6097.0,4714.0,3270.0,26979.0,18134.0,16372.0,1762.0,2689.0,157.0
46,random_75,Lipomyces_starkeyi,28504.0,45934.0,13914.0,7568.0,5842.0,4060.0,24157.0,22759.0,20431.0,2328.0,3392.0,196.0
46,random_75,Neurospora_crassa,30798.0,48686.0,15024.0,8203.0,6197.0,4699.0,33511.0,24697.0,22094.0,2603.0,3474.0,185.0
46,random_75,Pachysolen_tannophilus,28286.0,45469.0,13852.0,7626.0,5891.0,4096.0,28117.0,22541.0,20262.0,2279.0,3446.0,182.0
46,random_75,Saccharomycopsis_malanga,30959.0,52042.0,14917.0,8179.0,6428.0,4413.0,36759.0,24699.0,22383.0,2316.0,3920.0,206.0
46,random_75,Sporopachydermia_quercuum,26982.0,43526.0,13195.0,7127.0,5491.0,3974.0,25834.0,21589.0,19462.0,2127.0,3258.0,167.0
46,random_75,Tortispora_caseinolytica,19916.0,32175.0,9897.0,5307.0,4107.0,3009.0,32453.0,16049.0,14456.0,1593.0,2259.0,132.0
46,random_75,Torulaspora_delbrueckii,24790.0,40164.0,12276.0,6839.0,5277.0,3683.0,34079.0,19719.0,17635.0,2084.0,2970.0,171.0
46,random_75,Wickerhamomyces_ciferrii,31509.0,50533.0,15348.0,8660.0,6640.0,4611.0,34605.0,25191.0,22474.0,2717.0,3586.0,203.0
46,random_75,Yarrowia_deformans,27431.0,43538.0,13502.0,7492.0,5759.0,4169.0,29698.0,22054.0,19614.0,2440.0,2915.0,158.0
47,random_0,Alloascoidea_hylecoeti,25301.0,36389.0,14489.0,6914.0,6891.0,5512.0,75902.0,19808.0,19005.0,803.0,4692.0,227.0
47,random_0,Debaryomyces_hansenii,18717.0,27280.0,11029.0,5130.0,5111.0,4182.0,73852.0,15069.0,15049.0,20.0,3630.0,191.0
47,random_0,Hanseniaspora_vinae,14987.0,21837.0,8874.0,4065.0,4048.0,3379.0,67091.0,11745.0,11355.0,390.0,2853.0,179.0
47,random_0,Komagataella_pastoris,14014.0,20260.0,8418.0,3752.0,3731.0,3270.0,70047.0,11041.0,10749.0,292.0,2682.0,153.0
47,random_0,Lipomyces_starkeyi,17279.0,24901.0,10326.0,4662.0,4632.0,4021.0,71301.0,13545.0,13185.0,360.0,3375.0,191.0
47,random_0,Neurospora_crassa,18558.0,26120.0,11013.0,4803.0,4781.0,4523.0,75578.0,14670.0,14238.0,432.0,3457.0,179.0
47,random_0,Pachysolen_tannophilus,17243.0,24975.0,10270.0,4650.0,4632.0,3953.0,64359.0,13423.0,13047.0,376.0,3445.0,179.0
47,random_0,Saccharomycopsis_malanga,19019.0,27865.0,11185.0,5179.0,5160.0,4238.0,77311.0,14696.0,14283.0,413.0,3911.0,202.0
47,random_0,Sporopachydermia_quercuum,16371.0,23532.0,9776.0,4368.0,4333.0,3877.0,74799.0,12780.0,12444.0,336.0,3256.0,164.0
47,random_0,Tortispora_caseinolytica,12333.0,17761.0,7457.0,3277.0,3256.0,3023.0,68042.0,9797.0,9511.0,286.0,2252.0,128.0
47,random_0,Torulaspora_delbrueckii,15452.0,22377.0,9234.0,4192.0,4151.0,3614.0,66032.0,12076.0,11648.0,428.0,2949.0,166.0
47,random_0,Wickerhamomyces_ciferrii,19253.0,27551.0,11364.0,5190.0,5173.0,4426.0,73599.0,15139.0,14605.0,534.0,3581.0,199.0
47,random_0,Yarrowia_deformans,17144.0,24429.0,10145.0,4518.0,4503.0,4147.0,77177.0,13686.0,13127.0,559.0,2900.0,145.0
47,random_100,Alloascoidea_hylecoeti,45473.0,76117.0,20916.0,12533.0,9307.0,5973.0,21667.0,36365.0,32011.0,4354.0,4712.0,237.0
47,random_100,Debaryomyces_hansenii,33620.0,56910.0,15748.0,9058.0,6801.0,4453.0,22679.0,27959.0,25940.0,2019.0,3638.0,197.0
47,random_100,Hanseniaspora_vinae,26566.0,44695.0,12560.0,7212.0,5386.0,3497.0,18127.0,21298.0,18912.0,2386.0,2862.0,184.0
47,random_100,Komagataella_pastoris,25362.0,42074.0,12063.0,6821.0,5020.0,3303.0,20726.0,20380.0,18116.0,2264.0,2689.0,157.0
47,random_100,Lipomyces_starkeyi,31969.0,53051.0,15021.0,8506.0,6235.0,4140.0,24734.0,25594.0,22639.0,2955.0,3392.0,197.0
47,random_100,Neurospora_crassa,35236.0,57230.0,16432.0,9303.0,6674.0,4778.0,25508.0,28315.0,24906.0,3409.0,3474.0,185.0
47,random_100,Pachysolen_tannophilus,31389.0,52401.0,14800.0,8431.0,6241.0,4150.0,23398.0,25098.0,22286.0,2812.0,3450.0,182.0
47,random_100,Saccharomycopsis_malanga,34694.0,59859.0,16086.0,9159.0,6848.0,4465.0,24113.0,27775.0,24809.0,2966.0,3918.0,206.0
47,random_100,Sporopachydermia_quercuum,29964.0,49784.0,14143.0,8007.0,5868.0,3981.0,24388.0,23981.0,21294.0,2687.0,3266.0,169.0
47,random_100,Tortispora_caseinolytica,22536.0,37403.0,10718.0,5953.0,4380.0,3023.0,14507.0,18231.0,16203.0,2028.0,2259.0,132.0
47,random_100,Torulaspora_delbrueckii,27993.0,46797.0,13251.0,7648.0,5621.0,3699.0,21960.0,22340.0,19674.0,2666.0,2958.0,171.0
47,random_100,Wickerhamomyces_ciferrii,34958.0,57987.0,16397.0,9518.0,7022.0,4637.0,21762.0,28030.0,24727.0,3303.0,3588.0,203.0
47,random_100,Yarrowia_deformans,31539.0,51651.0,14792.0,8570.0,6235.0,4201.0,18818.0,25362.0,22134.0,3228.0,2908.0,149.0
47,random_25,Alloascoidea_hylecoeti,31321.0,47143.0,16442.0,8565.0,7584.0,5620.0,59197.0,24749.0,22887.0,1862.0,4703.0,233.0
47,random_25,Debaryomyces_hansenii,22915.0,34826.0,12395.0,6254.0,5572.0,4221.0,61728.0,18694.0,18111.0,583.0,3634.0,193.0
47,random_25,Hanseniaspora_vinae,18115.0,27395.0,9884.0,4853.0,4375.0,3379.0,47483.0,14354.0,13445.0,909.0,2853.0,179.0
47,random_25,Komagataella_pastoris,17125.0,25600.0,9457.0,4639.0,4100.0,3277.0,59205.0,13594.0,12748.0,846.0,2682.0,153.0
47,random_25,Lipomyces_starkeyi,20694.0,31003.0,11437.0,5585.0,5020.0,4016.0,59736.0,16367.0,15420.0,947.0,3381.0,193.0
47,random_25,Neurospora_crassa,22713.0,33536.0,12369.0,5907.0,5234.0,4604.0,69039.0,18078.0,16911.0,1167.0,3461.0,181.0
47,random_25,Pachysolen_tannophilus,20734.0,31343.0,11382.0,5516.0,4996.0,3988.0,55807.0,16347.0,15407.0,940.0,3445.0,179.0
47,random_25,Saccharomycopsis_malanga,23123.0,35249.0,12493.0,6152.0,5574.0,4263.0,62645.0,18152.0,17093.0,1059.0,3911.0,202.0
47,random_25,Sporopachydermia_quercuum,19761.0,29368.0,10895.0,5265.0,4710.0,3883.0,61081.0,15596.0,14687.0,909.0,3256.0,164.0
47,random_25,Tortispora_caseinolytica,14925.0,22587.0,8281.0,3911.0,3521.0,3038.0,59213.0,12007.0,11339.0,668.0,2252.0,128.0
47,random_25,Torulaspora_delbrueckii,19198.0,29129.0,10443.0,5163.0,4547.0,3642.0,50279.0,15142.0,14045.0,1097.0,2954.0,169.0
47,random_25,Wickerhamomyces_ciferrii,23932.0,35613.0,12914.0,6510.0,5730.0,4476.0,61828.0,18994.0,17649.0,1345.0,3585.0,201.0
47,random_25,Yarrowia_deformans,20734.0,30623.0,11345.0,5574.0,4957.0,4143.0,67388.0,16595.0,15360.0,1235.0,2904.0,147.0
47,random_50,Alloascoidea_hylecoeti,36102.0,56497.0,17986.0,9968.0,8205.0,5705.0,43114.0,28705.0,26018.0,2687.0,4703.0,233.0
47,random_50,Debaryomyces_hansenii,26758.0,42396.0,13606.0,7270.0,6011.0,4269.0,41532.0,22023.0,20926.0,1097.0,3634.0,193.0
47,random_50,Hanseniaspora_vinae,21256.0,33579.0,10878.0,5678.0,4730.0,3397.0,38086.0,16954.0,15510.0,1444.0,2853.0,179.0
47,random_50,Komagataella_pastoris,19790.0,30794.0,10296.0,5315.0,4389.0,3276.0,38677.0,15801.0,14520.0,1281.0,2689.0,157.0
47,random_50,Lipomyces_starkeyi,24288.0,37811.0,12599.0,6525.0,5415.0,4074.0,42865.0,19337.0,17776.0,1561.0,3385.0,195.0
47,random_50,Neurospora_crassa,27421.0,41960.0,13905.0,7152.0,5750.0,4644.0,51968.0,21919.0,19917.0,2002.0,3470.0,185.0
47,random_50,Pachysolen_tannophilus,24474.0,38417.0,12587.0,6523.0,5440.0,4031.0,42228.0,19450.0,17877.0,1573.0,3445.0,179.0
47,random_50,Saccharomycopsis_malanga,27144.0,43489.0,13764.0,7228.0,6011.0,4335.0,46812.0,21464.0,19714.0,1750.0,3914.0,204.0
47,random_50,Sporopachydermia_quercuum,23338.0,36110.0,12031.0,6143.0,5079.0,3900.0,48028.0,18559.0,17058.0,1501.0,3265.0,169.0
47,random_50,Tortispora_caseinolytica,17455.0,27327.0,9109.0,4629.0,3829.0,3019.0,45993.0,14072.0,12946.0,1126.0,2255.0,130.0
47,random_50,Torulaspora_delbrueckii,22074.0,34741.0,11369.0,6003.0,4898.0,3627.0,39667.0,17469.0,15830.0,1639.0,2954.0,169.0
47,random_50,Wickerhamomyces_ciferrii,28117.0,43571.0,14221.0,7464.0,6130.0,4499.0,46632.0,22481.0,20438.0,2043.0,3585.0,201.0
47,random_50,Yarrowia_deformans,24293.0,37221.0,12507.0,6642.0,5396.0,4136.0,51240.0,19469.0,17565.0,1904.0,2904.0,147.0
47,random_75,Alloascoidea_hylecoeti,41611.0,67025.0,19746.0,11572.0,8895.0,5809.0,32413.0,33091.0,29304.0,3787.0,4704.0,233.0
47,random_75,Debaryomyces_hansenii,30401.0,49972.0,14737.0,8227.0,6437.0,4336.0,31938.0,25162.0,23565.0,1597.0,3638.0,197.0
47,random_75,Hanseniaspora_vinae,24090.0,39345.0,11783.0,6469.0,5062.0,3435.0,28385.0,19306.0,17380.0,1926.0,2853.0,179.0
47,random_75,Komagataella_pastoris,22569.0,36424.0,11181.0,6087.0,4715.0,3284.0,28328.0,18081.0,16302.0,1779.0,2689.0,157.0
47,random_75,Lipomyces_starkeyi,27663.0,44889.0,13666.0,7485.0,5805.0,4107.0,33779.0,22111.0,19968.0,2143.0,3389.0,197.0
47,random_75,Neurospora_crassa,31124.0,49074.0,15116.0,8230.0,6215.0,4642.0,37740.0,24918.0,22221.0,2697.0,3474.0,185.0
47,random_75,Pachysolen_tannophilus,28033.0,45525.0,13733.0,7549.0,5865.0,4052.0,28399.0,22339.0,20109.0,2230.0,3447.0,180.0
47,random_75,Saccharomycopsis_malanga,30722.0,50899.0,14890.0,8163.0,6414.0,4416.0,33433.0,24449.0,22116.0,2333.0,3914.0,204.0
47,random_75,Sporopachydermia_quercuum,26742.0,42820.0,13136.0,7162.0,5509.0,3918.0,29966.0,21336.0,19212.0,2124.0,3266.0,169.0
47,random_75,Tortispora_caseinolytica,19802.0,32127.0,9850.0,5258.0,4088.0,3028.0,32642.0,16022.0,14510.0,1512.0,2259.0,132.0
47,random_75,Torulaspora_delbrueckii,24885.0,40497.0,12262.0,6785.0,5251.0,3643.0,33600.0,19806.0,17693.0,2113.0,2954.0,169.0
47,random_75,Wickerhamomyces_ciferrii,31588.0,50743.0,15338.0,8525.0,6599.0,4578.0,38353.0,25320.0,22654.0,2666.0,3585.0,201.0
47,random_75,Yarrowia_deformans,28552.0,45207.0,13872.0,7772.0,5882.0,4171.0,37156.0,22881.0,20145.0,2736.0,2904.0,147.0
48,random_0,Alloascoidea_hylecoeti,25301.0,36389.0,14489.0,6914.0,6891.0,5512.0,76125.0,19808.0,19005.0,803.0,4692.0,227.0
48,random_0,Debaryomyces_hansenii,18717.0,27280.0,11029.0,5130.0,5111.0,4182.0,73675.0,15069.0,15049.0,20.0,3630.0,191.0
48,random_0,Hanseniaspora_vinae,15022.0,21875.0,8899.0,4100.0,4063.0,3393.0,67091.0,11740.0,11336.0,404.0,2877.0,196.0
48,random_0,Komagataella_pastoris,14014.0,20260.0,8418.0,3752.0,3731.0,3270.0,69768.0,11041.0,10749.0,292.0,2682.0,153.0
48,random_0,Lipomyces_starkeyi,17268.0,24889.0,10318.0,4651.0,4625.0,4020.0,71399.0,13540.0,13182.0,358.0,3371.0,189.0
48,random_0,Neurospora_crassa,18558.0,26120.0,11013.0,4803.0,4781.0,4523.0,75979.0,14670.0,14238.0,432.0,3457.0,179.0
48,random_0,Pachysolen_tannophilus,17241.0,24973.0,10268.0,4648.0,4632.0,3952.0,64385.0,13425.0,13049.0,376.0,3441.0,179.0
48,random_0,Saccharomycopsis_malanga,19025.0,27874.0,11190.0,5185.0,5164.0,4238.0,73243.0,14699.0,14285.0,414.0,3913.0,202.0
48,random_0,Sporopachydermia_quercuum,16353.0,23510.0,9766.0,4350.0,4329.0,3872.0,70725.0,12771.0,12440.0,331.0,3252.0,164.0
48,random_0,Tortispora_caseinolytica,12333.0,17761.0,7457.0,3277.0,3256.0,3023.0,67948.0,9797.0,9511.0,286.0,2252.0,128.0
48,random_0,Torulaspora_delbrueckii,15489.0,22423.0,9261.0,4229.0,4164.0,3621.0,65976.0,12085.0,11646.0,439.0,2966.0,172.0
48,random_0,Wickerhamomyces_ciferrii,19249.0,27549.0,11360.0,5186.0,5170.0,4426.0,77129.0,15137.0,14603.0,534.0,3579.0,199.0
48,random_0,Yarrowia_deformans,17144.0,24425.0,10145.0,4518.0,4503.0,4148.0,77068.0,13687.0,13127.0,560.0,2898.0,145.0
48,random_100,Alloascoidea_hylecoeti,45473.0,76117.0,20916.0,12533.0,9307.0,5973.0,24943.0,36365.0,32011.0,4354.0,4712.0,237.0
48,random_100,Debaryomyces_hansenii,33620.0,56910.0,15748.0,9058.0,6801.0,4453.0,18167.0,27959.0,25940.0,2019.0,3638.0,197.0
48,random_100,Hanseniaspora_vinae,26623.0,44757.0,12594.0,7243.0,5399.0,3516.0,17042.0,21318.0,18919.0,2399.0,2886.0,201.0
48,random_100,Komagataella_pastoris,25362.0,42074.0,12063.0,6821.0,5020.0,3303.0,15409.0,20380.0,18116.0,2264.0,2689.0,157.0
48,random_100,Lipomyces_starkeyi,31957.0,53033.0,15013.0,8498.0,6230.0,4138.0,24455.0,25587.0,22633.0,2954.0,3388.0,195.0
48,random_100,Neurospora_crassa,35236.0,57230.0,16432.0,9303.0,6674.0,4778.0,19092.0,28315.0,24906.0,3409.0,3474.0,185.0
48,random_100,Pachysolen_tannophilus,31387.0,52399.0,14798.0,8429.0,6241.0,4149.0,17521.0,25100.0,22288.0,2812.0,3446.0,182.0
48,random_100,Saccharomycopsis_malanga,34703.0,59874.0,16092.0,9164.0,6851.0,4467.0,19826.0,27781.0,24814.0,2967.0,3920.0,206.0
48,random_100,Sporopachydermia_quercuum,29934.0,49722.0,14131.0,7999.0,5864.0,3976.0,17567.0,23956.0,21270.0,2686.0,3262.0,169.0
48,random_100,Tortispora_caseinolytica,22536.0,37403.0,10718.0,5953.0,4380.0,3023.0,21656.0,18231.0,16203.0,2028.0,2259.0,132.0
48,random_100,Torulaspora_delbrueckii,28090.0,46929.0,13300.0,7695.0,5639.0,3711.0,22967.0,22402.0,19718.0,2684.0,2975.0,177.0
48,random_100,Wickerhamomyces_ciferrii,34954.0,57985.0,16393.0,9514.0,7019.0,4637.0,24116.0,28028.0,24725.0,3303.0,3586.0,203.0
48,random_100,Yarrowia_deformans,31539.0,51647.0,14792.0,8570.0,6235.0,4202.0,18904.0,25363.0,22134.0,3229.0,2906.0,149.0
48,random_25,Alloascoidea_hylecoeti,30906.0,46789.0,16255.0,8318.0,7499.0,5628.0,63892.0,24543.0,22870.0,1673.0,4692.0,227.0
48,random_25,Debaryomyces_hansenii,22917.0,34584.0,12413.0,6278.0,5594.0,4245.0,61267.0,18688.0,18087.0,601.0,3630.0,191.0
48,random_25,Hanseniaspora_vinae,18227.0,27767.0,9946.0,5009.0,4443.0,3417.0,56331.0,14372.0,13400.0,972.0,2882.0,199.0
48,random_25,Komagataella_pastoris,17359.0,26030.0,9514.0,4628.0,4094.0,3273.0,57093.0,13805.0,12935.0,870.0,2685.0,155.0
48,random_25,Lipomyces_starkeyi,21027.0,31609.0,11536.0,5616.0,5029.0,4093.0,61064.0,16671.0,15690.0,981.0,3375.0,191.0
48,random_25,Neurospora_crassa,23101.0,33986.0,12487.0,5926.0,5255.0,4564.0,61882.0,18418.0,17196.0,1222.0,3457.0,179.0
48,random_25,Pachysolen_tannophilus,20824.0,31555.0,11422.0,5557.0,5018.0,3994.0,52124.0,16450.0,15517.0,933.0,3441.0,179.0
48,random_25,Saccharomycopsis_malanga,23380.0,35510.0,12616.0,6278.0,5631.0,4294.0,64821.0,18361.0,17256.0,1105.0,3913.0,202.0
48,random_25,Sporopachydermia_quercuum,19956.0,29742.0,10955.0,5323.0,4731.0,3893.0,52984.0,15759.0,14817.0,942.0,3252.0,164.0
48,random_25,Tortispora_caseinolytica,14923.0,22447.0,8296.0,3941.0,3537.0,3028.0,60393.0,11961.0,11252.0,709.0,2252.0,128.0
48,random_25,Torulaspora_delbrueckii,18649.0,28117.0,10293.0,5077.0,4524.0,3646.0,55705.0,14696.0,13728.0,968.0,2975.0,177.0
48,random_25,Wickerhamomyces_ciferrii,23462.0,35037.0,12743.0,6324.0,5633.0,4504.0,61986.0,18605.0,17343.0,1262.0,3583.0,201.0
48,random_25,Yarrowia_deformans,20783.0,30743.0,11352.0,5516.0,4928.0,4214.0,62153.0,16684.0,15487.0,1197.0,2901.0,147.0
48,random_50,Alloascoidea_hylecoeti,35718.0,56089.0,17818.0,9680.0,8083.0,5756.0,54765.0,28440.0,25867.0,2573.0,4704.0,233.0
48,random_50,Debaryomyces_hansenii,26871.0,42426.0,13649.0,7230.0,6004.0,4311.0,46662.0,22138.0,21049.0,1089.0,3638.0,197.0
48,random_50,Hanseniaspora_vinae,20975.0,33193.0,10819.0,5755.0,4771.0,3436.0,42470.0,16620.0,15160.0,1460.0,2882.0,199.0
48,random_50,Komagataella_pastoris,20229.0,31544.0,10437.0,5407.0,4411.0,3296.0,39829.0,16184.0,14827.0,1357.0,2685.0,155.0
48,random_50,Lipomyces_starkeyi,24360.0,38329.0,12592.0,6525.0,5409.0,4055.0,46466.0,19399.0,17836.0,1563.0,3388.0,195.0
48,random_50,Neurospora_crassa,27140.0,41552.0,13831.0,7145.0,5768.0,4669.0,47524.0,21732.0,19811.0,1921.0,3465.0,183.0
48,random_50,Pachysolen_tannophilus,24758.0,38831.0,12708.0,6664.0,5472.0,4044.0,41215.0,19642.0,17982.0,1660.0,3444.0,181.0
48,random_50,Saccharomycopsis_malanga,27596.0,44046.0,13927.0,7343.0,6078.0,4342.0,47619.0,21857.0,20042.0,1815.0,3916.0,204.0
48,random_50,Sporopachydermia_quercuum,23080.0,36216.0,11919.0,6085.0,5065.0,3905.0,39359.0,18377.0,16936.0,1441.0,3253.0,164.0
48,random_50,Tortispora_caseinolytica,17455.0,27291.0,9112.0,4635.0,3828.0,2975.0,42624.0,14043.0,12897.0,1146.0,2259.0,132.0
48,random_50,Torulaspora_delbrueckii,22068.0,34715.0,11386.0,6032.0,4917.0,3643.0,41764.0,17491.0,15904.0,1587.0,2975.0,177.0
48,random_50,Wickerhamomyces_ciferrii,27379.0,42641.0,13983.0,7377.0,6086.0,4506.0,49501.0,21835.0,19888.0,1947.0,3583.0,201.0
48,random_50,Yarrowia_deformans,24528.0,37735.0,12559.0,6547.0,5363.0,4201.0,48301.0,19729.0,17836.0,1893.0,2901.0,147.0
48,random_75,Alloascoidea_hylecoeti,40291.0,65829.0,19267.0,11115.0,8706.0,5862.0,40504.0,32176.0,28766.0,3410.0,4704.0,233.0
48,random_75,Debaryomyces_hansenii,30374.0,49896.0,14721.0,8119.0,6393.0,4352.0,32564.0,25183.0,23634.0,1549.0,3638.0,197.0
