Complex,Yeast_Balanced,Yeast_Concordant,Yeast_Singleton,Yeast_Total,Yeast_Dominant,Yeast_Score,Outgroup_Balanced,Outgroup_Concordant,Outgroup_Singleton,Outgroup_Total,Outgroup_Dominant,Outgroup_Score
M_s_3209__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1107__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2851__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3013__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4202__91__e__93__,0,332,0,332,Concordant,1.0,1,10,0,11,Concordant,0.9090909090909091
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_1077__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0349__91__c__93__+M_s_1322__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3030__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0009__91__c__93__+M_s_1198__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3015__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3337__91__ce__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0078__91__c__93__+M_s_0803__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2845__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_4093__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1271__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0404__91__c__93__+M_s_0423__91__c__93__+M_s_0633__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_0832__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1365__91__c__93__+M_s_1487__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0409__91__c__93__+M_s_0803__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0456__91__c__93__+M_s_0794__91__c__93__+M_s_1212__91__c__93__+M_s_1579__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1376__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0010__91__c__93__+M_s_0794__91__c__93__+M_s_1203__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3029__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3329__91__ce__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0434__91__c__93__+M_s_1006__91__c__93__+M_s_1594__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1322__91__c__93__+M_s_3549__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0297__91__c__93__+M_s_1198__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.758072902_M_s_3711__91__erm__93__+0.254413_M_s_3741__91__c__93__+0.28246676_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1337__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0180__91__c__93__+M_s_4079__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3187__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0434__91__c__93__+M_s_0981__91__c__93__+M_s_1589__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3019__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0745__91__c__93__+M_s_0943__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0455__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3212__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0423__91__c__93__+M_s_0542__91__c__93__+M_s_0633__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.732035022_M_s_3711__91__erm__93__+0.25642888_M_s_3740__91__c__93__+0.254413_M_s_3741__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0803__91__c__93__+M_s_1011__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3508__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_1569__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_1030__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_0757__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0568__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0700__91__c__93__+M_s_0794__91__c__93__+M_s_1413__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0434__91__c__93__+M_s_1045__91__c__93__+M_s_1608__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_0747__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.83135752_M_s_3713__91__erm__93__+0.25642888_M_s_3740__91__c__93__+0.254413_M_s_3741__91__c__93__+0.28246676_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0633__91__c__93__+M_s_1187__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.715992262_M_s_3712__91__erm__93__+0.254413_M_s_3741__91__c__93__+0.28246676_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0261__91__c__93__+M_s_0394__91__c__93__+M_s_0794__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1059__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0322__91__c__93__+M_s_1012__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0146__91__m__93__+M_s_0460__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4160__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3553__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.25340506_M_s_0694__91__c__93__+0.254413_M_s_3741__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_1046__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3039__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_4156__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0573__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1322__91__c__93__+M_s_1394__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0207__91__c__93__+M_s_0803__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2972__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1467__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0326__91__c__93__+M_s_0803__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0633__91__c__93__+M_s_1270__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0076__91__c__93__+M_s_0794__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0066__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_1099__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
2_M_s_0794__91__c__93__+M_s_1059__91__c__93__+3_M_s_1212__91__c__93__+3_M_s_1275__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0188__91__c__93__+M_s_0794__91__c__93__,0,332,0,332,Concordant,1.0,0,8,3,11,Concordant,0.7272727272727273
M_s_0037__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_2835__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
2_M_s_0796__91__e__93__+M_s_4157__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0646__91__er__93__+M_s_0795__91__er__93__+M_s_1108__91__er__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0209__91__c__93__+M_s_0794__91__c__93__+M_s_1212__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3211__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0665__91__ce__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_3335__91__ce__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3497__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0668__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_2785__91__erm__93__+M_s_3442__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0966__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0394__91__c__93__+M_s_0794__91__c__93__+M_s_1322__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0803__91__c__93__+M_s_1238__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1293__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0460__91__m__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0531__91__lp__93__+M_s_2840__91__lp__93__+M_s_2841__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0297__91__c__93__+4_M_s_0803__91__c__93__+3_M_s_1207__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1014__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_4205__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3185__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2768__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_1322__91__c__93__+M_s_3555__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0803__91__c__93__+M_s_4190__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2934__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0301__91__c__93__+M_s_0434__91__c__93__+M_s_0803__91__c__93__+M_s_0999__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4146__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0796__91__e__93__+M_s_1017__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3015__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3189__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3207__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1039__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_4135__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0461__91__n__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1448__91__er__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0403__91__c__93__+M_s_0550__91__c__93__+M_s_0794__91__c__93__+M_s_0991__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2844__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1026__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0360__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0710__91__m__93__+1.266_M_s_0799__91__m__93__+0.25_M_s_1278__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1096__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1022__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_4163__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0434__91__c__93__+M_s_1003__91__c__93__+M_s_1593__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3210__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0943__91__c__93__+M_s_1376__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_0847__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0058__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_2968__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3021__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0794__91__c__93__+M_s_1212__91__c__93__+M_s_1275__91__c__93__+M_s_1577__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0397__91__m__93__+M_s_1191__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3051__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0557__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3020__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0992__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0086__91__c__93__+M_s_0456__91__c__93__+M_s_0803__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1524__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0182__91__m__93__+M_s_1058__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0300__91__c__93__+M_s_0434__91__c__93__+M_s_0456__91__c__93__+M_s_0803__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3024__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3016__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3557__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3011__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1108__91__er__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_2831__91__erm__93__+M_s_2832__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1041__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0009__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3191__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0448__91__n__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0635__91__lp__93__+M_s_2842__91__lp__93__+M_s_2843__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0531__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0803__91__c__93__+M_s_1207__91__c__93__+M_s_1578__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0008__91__m__93__+M_s_1210__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0038__91__er__93__+M_s_0804__91__er__93__+M_s_1208__91__er__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0672__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__+M_s_0428__91__c__93__+M_s_0633__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1207__91__c__93__+M_s_1578__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0529__91__c__93__+M_s_0794__91__c__93__+M_s_4110__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0301__91__c__93__+M_s_0794__91__c__93__+M_s_1487__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0394__91__c__93__+2_M_s_0802__91__v__93__+M_s_1322__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1545__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0794__91__c__93__+M_s_4134__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0629__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0302__91__c__93__+M_s_0394__91__c__93__+M_s_0794__91__c__93__+M_s_0991__91__c__93__+M_s_1322__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__+M_s_0430__91__c__93__+M_s_0633__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0434__91__c__93__+M_s_1039__91__c__93__+M_s_1607__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0799__91__m__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0211__91__c__93__+M_s_0803__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0016__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1057__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_1004__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0802__91__v__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2848__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1322__91__c__93__+M_s_3547__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0028__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0794__91__c__93__+M_s_4013__91__c__93__,0,332,0,332,Concordant,1.0,1,10,0,11,Concordant,0.9090909090909091
M_s_0794__91__c__93__+M_s_4136__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4137__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0260__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1192__91__m__93__+M_s_1268__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0086__91__c__93__+M_s_1039__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1260__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0803__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0261__91__c__93__+M_s_1360__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0038__91__er__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3208__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2785__91__erm__93__+M_s_3034__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_1527__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3197__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0322__91__c__93__+M_s_1207__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_1007__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3325__91__ce__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0666__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0434__91__c__93__+M_s_0973__91__c__93__+M_s_1364__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0645__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2826__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_1015__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_3030__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0663__91__er__93__+M_s_0795__91__er__93__+M_s_1213__91__er__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3512__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0434__91__c__93__+M_s_1029__91__c__93__+M_s_1602__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3719__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0394__91__c__93__+M_s_0794__91__c__93__+M_s_1426__91__c__93__,0,332,0,332,Concordant,1.0,0,9,2,11,Concordant,0.8181818181818182
M_s_1322__91__c__93__+M_s_3557__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3333__91__ce__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0667__91__er__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0836__91__m__93__+M_s_1200__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0262__91__c__93__+M_s_0794__91__c__93__+M_s_1212__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3034__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3017__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0122__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3193__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0434__91__c__93__+M_s_0803__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0625__91__c__93__+M_s_0649__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0807__91__m__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0531__91__lp__93__+M_s_2962__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4145__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_1447__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_0992__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1004__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3029__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0702__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_1207__91__c__93__+M_s_1429__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__+M_s_1194__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__+M_s_1399__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_1314__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0808__91__n__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1278__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_4152__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__+M_s_1212__91__c__93__+M_s_1579__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3547__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__+M_s_1212__91__c__93__+M_s_1275__91__c__93__+M_s_1576__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0296__91__c__93__+M_s_1207__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0078__91__c__93__+M_s_0633__91__c__93__+M_s_0794__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0456__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0029__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0434__91__c__93__+M_s_1025__91__c__93__+M_s_1600__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2791__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
