predictor,estimate,std_error,t_value,p_value,vif
(Intercept),-0.01611574960544715,0.023482603244356137,-0.6862846268682091,0.4930482747952256,NA
log_total_split_reactions,0.02201158953800686,0.0077566712378162785,2.837762342007387,0.0048436104231937005,24.650814746181425
log_giant_reactions,-0.013449961167964375,0.007278673456344511,-1.8478588507416298,0.06557829320859154,24.650814746181425
